iter	Logloss
288	0.3672983811
289	0.3670665652
290	0.3669233845
291	0.3665877741
292	0.3662313019
293	0.3660440108
294	0.365795121
295	0.3656235197
296	0.365401426
297	0.3651314673
298	0.3648596188
299	0.3646563479
300	0.3644639263
301	0.3643050891
302	0.3641334712
303	0.3638765003
304	0.3636726491
305	0.3635409892
306	0.3633450369
307	0.3629883326
308	0.3627250543
309	0.3624521781
310	0.3622634366
311	0.3620389475
312	0.361881511
313	0.3617118989
314	0.3614929216
315	0.3612825558
316	0.361115654
317	0.3608218332
318	0.3606050026
319	0.3603624616
320	0.3601712253
321	0.3598606539
322	0.3596633008
323	0.3594655498
324	0.3592914621
325	0.35904176
326	0.358899806
327	0.3586500956
328	0.358375885
329	0.3581313797
330	0.3579502883
331	0.3577418123
332	0.3574413857
333	0.3572900659
334	0.3570784569
335	0.3568960477
336	0.3567116409
337	0.3564712549
338	0.3562062941
339	0.3559663888
340	0.3557129486
341	0.3554778754
342	0.3552935184
343	0.3550152051
344	0.3547768497
345	0.3545610966
346	0.3543471668
347	0.3540939505
348	0.3538235691
349	0.3536436463
350	0.3534614526
351	0.3532606598
352	0.3530446995
353	0.3527978652
354	0.3525424773
355	0.3522483415
356	0.3521125955
357	0.3519594772
358	0.351694997
359	0.3514468448
360	0.3512122689
361	0.3510036272
362	0.3508394854
363	0.3506504952
364	0.3504707216
365	0.3502770817
366	0.35000123
367	0.3497403221
368	0.3495838304
369	0.3493202786
370	0.3490542982
371	0.3488257313
372	0.3485847568
373	0.3483970099
374	0.3481251532
375	0.347899454
376	0.3475819618
377	0.3473456785
378	0.3471947897
379	0.3468650225
380	0.3466502557
381	0.3464787207
382	0.3461940751
383	0.3459762582
384	0.3457806705
385	0.3454722457
386	0.3453415472
387	0.3450929226
388	0.344973977
389	0.3447566242
390	0.3445448412
391	0.3443355778
392	0.3441180427
393	0.3439035991
394	0.3437526191
395	0.3434918604
396	0.343399628
397	0.3432555605
398	0.3430530355
399	0.342855094
400	0.3426575668
401	0.3424843908
402	0.3422432008
403	0.3419276563
404	0.3417593206
405	0.3414736141
406	0.3411885375
407	0.34094811
408	0.340761739
409	0.3405726576
410	0.3403762494
411	0.3402386965
412	0.3400815915
413	0.339851856
414	0.3396756464
415	0.3395550265
416	0.3393694097
417	0.3392590176
418	0.3390357636
419	0.3386816204
420	0.3384904753
421	0.3382908015
422	0.3380738134
423	0.33787375
424	0.3376721533
425	0.3375042403
426	0.3372708165
427	0.3370816937
428	0.3368498446
429	0.3366964279
430	0.3365759655
431	0.3363970208
432	0.3362395594
433	0.3359278938
434	0.3357078639
435	0.3355253635
436	0.3353569035
437	0.3352048129
438	0.3350100789
439	0.3347815286
440	0.3345960195
441	0.334442578
442	0.3341768463
443	0.3340225593
444	0.3338953419
445	0.3337271637
446	0.3335610493
447	0.3333860581
448	0.3332634905
449	0.333102838
450	0.3329106734
451	0.3327739079
452	0.3325906201
453	0.3324856486
454	0.332342899
455	0.3321511819
456	0.3319733727
457	0.3317892229
458	0.3315571832
459	0.3313552964
460	0.3311370982
461	0.3309288957
462	0.3307833032
463	0.3306223607
464	0.3304509997
465	0.3302652254
466	0.3301100682
467	0.3299586987
468	0.3296250028
469	0.3295140554
470	0.3292771919
471	0.3290900998
472	0.3289705491
473	0.3287905683
474	0.3285947403
475	0.3283461323
476	0.3280953776
477	0.3278982731
478	0.3276975218
479	0.327509145
480	0.327271088
481	0.3271067307
482	0.3269838647
483	0.3268489309
484	0.3267173125
485	0.3265279991
486	0.3263572017
487	0.3262206932
488	0.3260373971
489	0.3259012366
490	0.3256714845
491	0.3255307158
492	0.3253062682
493	0.32513993
494	0.3250165252
495	0.3248494245
496	0.3246748229
497	0.3244643742
498	0.3242881978
499	0.3240501822
500	0.3238580011
501	0.3236915965
502	0.323578461
503	0.3234178335
504	0.323233435
505	0.3230986919
506	0.3229299832
507	0.32276856
508	0.3225959973
509	0.3224079685
510	0.3222209841
511	0.3220167849
512	0.3217986945
513	0.3215760952
514	0.3213426879
515	0.3212486735
516	0.3210361031
517	0.3208685631
518	0.3207285237
519	0.3205377764
520	0.3203694159
521	0.3202435992
522	0.3201053584
523	0.3199333427
524	0.3197396696
525	0.3195321136
526	0.319419807
527	0.3192934019
528	0.3191946466
529	0.3189741442
530	0.3187391871
531	0.3185625713
532	0.3184114173
533	0.3182302016
534	0.3180993042
535	0.3179647766
536	0.3177970957
537	0.317678896
538	0.3174479669
539	0.3173210728
540	0.3171852025
541	0.3170199749
542	0.3169016012
543	0.3167549311
544	0.3166337808
545	0.316450435
546	0.3162464844
547	0.3160932666
548	0.3159530698
549	0.3157855961
550	0.3156424983
551	0.3154950243
552	0.315284874
553	0.3150869076
554	0.3148752075
555	0.314698915
556	0.314560036
557	0.3144078128
558	0.3142009779
559	0.3140308933
560	0.3138158944
561	0.3136083882
562	0.3134388921
563	0.3133462619
564	0.3131367416
565	0.3130347373
566	0.3128024738
567	0.3126143124
568	0.3123918541
569	0.3121909287
570	0.3120631643
571	0.3119258932
572	0.3117946809
573	0.3115985794
574	0.3114258757
575	0.3112790234
576	0.3111021258
577	0.3109661975
578	0.3108040117
579	0.3106877432
580	0.3104896359
581	0.3103298372
582	0.3101712402
583	0.3099891874
584	0.3098279216
585	0.3095808967
586	0.3094719633
587	0.3092866366
588	0.3090839541
589	0.3089493933
590	0.3087727113
591	0.3085871442
592	0.3084609629
593	0.3083592818
594	0.3082007927
595	0.3079930958
596	0.3078589494
597	0.3077447613
598	0.3076127698
599	0.3074441772
600	0.3072546483
601	0.30710981
602	0.3069624023
603	0.3068750434
604	0.3067431515
605	0.3065780648
606	0.3064097457
607	0.306285222
608	0.3061674285
609	0.3060085663
610	0.3058892229
611	0.3058271766
612	0.3056857116
613	0.305491939
614	0.305314594
615	0.305151339
616	0.305034424
617	0.3048425412
618	0.3047378515
619	0.3045669299
620	0.3044027052
621	0.3042719487
622	0.3041384074
623	0.3040034736
624	0.3038359916
625	0.30372981
626	0.3035327967
627	0.3033912323
628	0.303201521
629	0.3030500355
630	0.3028605149
631	0.3027269487
632	0.3025413236
633	0.3023764109
634	0.3022686794
635	0.3021191333
636	0.3019809754
637	0.3018445829
638	0.3016754349
639	0.3014634447
640	0.3013379016
641	0.3012393866
642	0.3010622073
643	0.300888277
644	0.3007754813
645	0.3006664983
646	0.3005220246
647	0.3003202124
648	0.30014668
649	0.3000132713
650	0.2998236677
651	0.2996968565
652	0.2995336679
653	0.2993671722
654	0.2992351145
655	0.2991252528
656	0.2989039714
657	0.2987728254
658	0.298618298
659	0.2984533771
660	0.2983252729
661	0.2981900242
662	0.2980702083
663	0.2979592526
664	0.2977661431
665	0.2976707197
666	0.2975200879
667	0.2974227333
668	0.2971916965
669	0.2971213453
670	0.2970023251
671	0.2968474994
672	0.2967031915
673	0.2965724516
674	0.2964787688
675	0.2963194839
676	0.2962080641
677	0.2960787084
678	0.2959432939
679	0.295774552
680	0.2956741888
681	0.2954987252
682	0.2953556772
683	0.2952460227
684	0.2951379431
685	0.29499429
686	0.2948824558
687	0.294779059
688	0.2946811409
689	0.2944951594
690	0.294404452
691	0.29423789
692	0.2940938308
693	0.2938936183
694	0.2936605508
695	0.2935177929
696	0.2933465148
697	0.2931291703
698	0.2930214968
699	0.2928960117
700	0.2927498887
701	0.2926310011
702	0.292505715
703	0.2923038613
704	0.2921496323
705	0.2920435336
706	0.2919398717
707	0.2918014651
708	0.2916771735
709	0.2915821231
710	0.2914311183
711	0.2913411652
712	0.2911869445
713	0.291016114
714	0.2908772847
715	0.2907827068
716	0.2906566498
717	0.2905483546
718	0.2904708672
719	0.2903180804
720	0.290238239
721	0.2901502668
722	0.2900461324
723	0.2898820486
724	0.2897645784
725	0.2896307718
726	0.2894521171
727	0.289359719
728	0.2892324022
729	0.2891129676
730	0.288987756
731	0.2888998087
732	0.2887913726
733	0.2886974246
734	0.2885444969
735	0.288410798
736	0.2882935598
737	0.2881213286
738	0.2880015293
739	0.2878716845
740	0.2877773801
741	0.2876660183
742	0.2875665419
743	0.2874763485
744	0.287324059
745	0.2872207451
746	0.2870542909
747	0.2869497586
748	0.2868299759
749	0.28669021
750	0.2866142642
751	0.2864543826
752	0.286321123
753	0.286183711
754	0.2860488684
755	0.2859661262
756	0.2858557175
757	0.2857484999
758	0.2855724726
759	0.2854170336
760	0.2852288059
761	0.2850687751
762	0.2849613171
763	0.2848258114
764	0.2846848852
765	0.2846121469
766	0.284442941
767	0.2843505345
768	0.2842600842
769	0.2841389504
770	0.284031393
771	0.2839355469
772	0.2838553408
773	0.2837051483
774	0.2835719136
775	0.2834533492
776	0.2833485932
777	0.2832228429
778	0.2830440556
779	0.2829265853
780	0.2827985392
781	0.2826935759
782	0.2826031587
783	0.2824800523
784	0.2823835515
785	0.2822142378
786	0.2820922172
787	0.2819787004
788	0.2818604179
789	0.2817258819
790	0.2816495134
791	0.2814689193
792	0.2813641135
793	0.2812480274
794	0.2810998074
795	0.2809985988
796	0.2808839714
797	0.2807504632
798	0.2805536655
799	0.2803769834
800	0.2802387592
801	0.2801215583
802	0.280041116
803	0.2799160578
804	0.279803805
805	0.2796576571
806	0.2795586614
807	0.2793750835
808	0.2792032958
809	0.2791096875
810	0.278988417
811	0.2788607148
812	0.2787415454
813	0.2785724886
814	0.278400129
815	0.278335679
816	0.2782418014
817	0.2781245218
818	0.2780064381
819	0.2778482805
820	0.277746645
821	0.2775677086
822	0.2775081985
823	0.2774186225
824	0.2772319779
825	0.2771606901
826	0.277045209
827	0.2768394847
828	0.2767017371
829	0.2765808603
830	0.2764361753
831	0.2763017222
832	0.276204405
833	0.2760732921
834	0.2759415866
835	0.2758510824
836	0.2757552239
837	0.2756748438
838	0.2755147715
839	0.2753796181
840	0.2752701046
841	0.2751213874
842	0.2749702914
843	0.2748902014
844	0.2747907374
845	0.2746081624
846	0.2745311308
847	0.2744339379
848	0.2743690652
849	0.2742607535
850	0.2741387122
851	0.2740625965
852	0.2739930948
853	0.2738291312
854	0.273727562
855	0.27358756
856	0.2734960238
857	0.2734332937
858	0.2733325202
859	0.2732357251
860	0.2730931661
861	0.2730230469
862	0.2729045364
863	0.2726725921
864	0.2724366154
865	0.2722777782
866	0.2721750901
867	0.272083442
868	0.2718867852
869	0.271729763
870	0.2715342748
871	0.2714231616
872	0.2712840174
873	0.2711414584
874	0.2710321313
875	0.2709704497
876	0.2708726932
877	0.2707124386
878	0.2705472193
879	0.2704692718
880	0.2703322784
881	0.2702478785
882	0.2701270058
883	0.2700250347
884	0.2699604314
885	0.2698824259
886	0.2698020127
887	0.269636408
888	0.2695465544
889	0.2694217572
890	0.2693259774
891	0.2691750389
892	0.2690539881
893	0.2689357179
894	0.2688004402
895	0.2687026049
896	0.2685614839
897	0.2684531391
898	0.2683372643
899	0.2682237765
900	0.2681285023
901	0.2680447199
902	0.2679606929
903	0.2678870471
904	0.267748943
905	0.2676004952
906	0.2674750474
907	0.26734369
908	0.2673046935
909	0.2672089759
910	0.2671248412
911	0.267041987
912	0.26697147
913	0.2668561505
914	0.2667735368
915	0.2666908359
916	0.2666001411
917	0.2664820906
918	0.2663951254
919	0.266266843
920	0.2661661731
921	0.2660845001
922	0.265993772
923	0.265898216
924	0.265786444
925	0.2656179135
926	0.2654964565
927	0.2653420949
928	0.2652463773
929	0.2651383723
930	0.2650375988
931	0.2649479565
932	0.2648323179
933	0.2647753772
934	0.2646840482
935	0.2645828148
936	0.2644677522
937	0.264332462
938	0.2642162516
939	0.2640932778
940	0.2639906809
941	0.2638679393
942	0.2636731763
943	0.2635148487
944	0.263406508
945	0.2632471361
946	0.2631190734
947	0.2630119386
948	0.2629088444
949	0.26282403
950	0.262733762
951	0.2626360345
952	0.2625875147
953	0.2625240054
954	0.2624165101
955	0.2623292508
956	0.2622559116
957	0.2621841058
958	0.2620465239
959	0.261922742
960	0.2618174183
961	0.2617314601
962	0.2616005296
963	0.2614836768
964	0.2613968152
965	0.2612523416
966	0.2611510584
967	0.2610223864
968	0.2609530713
969	0.2608815348
970	0.2607811011
971	0.2606417124
972	0.2605433425
973	0.2604329007
974	0.2603013113
975	0.2602169984
976	0.2600584595
977	0.2599061741
978	0.2597581034
979	0.2596705663
980	0.2595416125
981	0.2594001351
982	0.2592708416
983	0.2591258375
984	0.259000514
985	0.2589236357
986	0.2588000777
987	0.2586822261
988	0.2585791485
989	0.2584602236
990	0.2583291273
991	0.258238652
992	0.2581770823
993	0.258075911
994	0.2579781586
995	0.2579023122
996	0.2578337968
997	0.2577722685
998	0.2576773051
999	0.257539313
